compilador_flag,photons,time,pus,ins,ius
gcc_O0,65536, 0.326450, 0.200753, 2046245409, 6268.169299
gcc_O0,65536, 0.329807, 0.198710, 2047034729, 6206.771243
gcc_O0,65536, 0.328527, 0.199484, 2047031744, 6230.937496
gcc_O0,65536, 0.326675, 0.200615, 2046973517, 6266.089333
gcc_O0,1048576, 5.226259, 0.200636, 32750994327, 6266.623024
gcc_O0,1048576, 5.231472, 0.200436, 32748981081, 6259.993751
gcc_O0,1048576, 5.228357, 0.200556, 32752039679, 6264.308799
gcc_O0,1048576, 5.258792, 0.199395, 32747102030, 6227.114936
gcc_O0,1048576, 5.226090, 0.200643, 32749489484, 6266.537269
gcc_O0,1048576, 5.231637, 0.200430, 32755837591, 6261.106125
gcc_O0,1048576, 5.231791, 0.200424, 32750970682, 6259.992025
gcc_O0,1048576, 5.226726, 0.200618, 32755961810, 6267.013835
gcc_O0,1048576, 5.227007, 0.200607, 32759721810, 6267.395845
gcc_O0,1048576, 5.229175, 0.200524, 32754016076, 6263.705895
gcc_O0,1048576, 5.309094, 0.197506, 32751125010, 6168.873166
gcc_O0,1048576, 5.226313, 0.200634, 32756502532, 6267.611828
gcc_O0,1048576, 5.318672, 0.197150, 32750579763, 6157.661617
gcc_O0,1048576, 5.228200, 0.200562, 32756788360, 6265.404417
gcc_O0,1048576, 5.304736, 0.197668, 32752790150, 6174.254691
gcc_O0,1048576, 5.226248, 0.200636, 32751605651, 6266.753330
gcc_O0,1048576, 5.225908, 0.200650, 32753382666, 6267.501339
gcc_O0,1048576, 5.226737, 0.200618, 32756373523, 6267.079020
gcc_O0,1048576, 5.226978, 0.200608, 32752811645, 6266.108526
gcc_O0,1048576, 5.226460, 0.200628, 32750435587, 6266.275006
gcc_O0,1048576, 5.311267, 0.197425, 32747992117, 6165.758937
gcc_O0,1048576, 5.262865, 0.199241, 32746768483, 6222.231731
gcc_O0,1048576, 5.227990, 0.200570, 32752939344, 6264.919473
gcc_O0,1048576, 5.306093, 0.197617, 32749870070, 6172.125139
gcc_O0,1048576, 5.225468, 0.200666, 32748964395, 6267.183159
gcc_O0,1048576, 5.238522, 0.200166, 32745739385, 6250.949540
gcc_O0,1048576, 5.273378, 0.198843, 32749806118, 6210.403774
gcc_O0,1048576, 5.316927, 0.197215, 32751292729, 6159.815688
gcc_O0,1048576, 5.225590, 0.200662, 32750253820, 6267.282885
gcc_O0,1048576, 5.226774, 0.200616, 32751880315, 6266.175135
gcc_O0,16777216, 83.846179, 0.200095, 524069241657, 6250.365249
gcc_O0,16777216, 83.733208, 0.200365, 524037506007, 6258.419101
gcc_O0,16777216, 84.831198, 0.197772, 524009509944, 6177.084840
gcc_O0,16777216, 83.755079, 0.200313, 524083443897, 6257.333258
gcc_O0,16777216, 83.703850, 0.200435, 524094871924, 6261.299436
gcc_O0,65536, 0.219917, 0.298004, 1083944295, 4928.883129
gcc_O0,65536, 0.126775, 0.516949, 1084809340, 8556.999106
gcc_O0,65536, 0.130008, 0.504092, 1084811366, 8344.194590
gcc_O0,65536, 0.128610, 0.509570, 1084815359, 8434.899562
gcc_O0,65536, 0.126966, 0.516170, 1084869972, 8544.568255
gcc_O0,65536, 0.128831, 0.508696, 1084797612, 8420.294349
gcc_O0,65536, 0.127284, 0.514881, 1084781478, 8522.549816
gcc_O0,65536, 0.128687, 0.509266, 1084867904, 8430.279781
gcc_O0,65536, 0.126684, 0.517319, 1083989919, 8556.644507
gcc_O0,65536, 0.126926, 0.516332, 1083975229, 8540.203637
gcc_O0,65536, 0.130335, 0.502826, 1083973084, 8316.792825
gcc_O0,65536, 0.127322, 0.514726, 1084006229, 8513.895893
gcc_O1,65536, 0.129906, 0.504486, 1083971643, 8344.253954
gcc_O1,65536, 0.127580, 0.513685, 1083973294, 8496.412449
gcc_O1,65536, 0.135162, 0.484871, 1084001811, 8020.029627
gcc_O1,65536, 0.127341, 0.514651, 1083979166, 8512.429116
gcc_O1,65536, 0.126899, 0.516441, 1085105933, 8550.920205
gcc_O1,65536, 0.128883, 0.508491, 1085107066, 8419.306611
gcc_O1,65536, 0.127023, 0.515938, 1085114475, 8542.662258
gcc_O1,65536, 0.131337, 0.498992, 1085160001, 8262.419673
gcc_O1,65536, 0.126787, 0.516897, 1085126667, 8558.643482
gcc_O1,65536, 0.126853, 0.516629, 1085145441, 8554.345880
gcc_O1,65536, 0.129243, 0.507075, 1085114343, 8395.915201
gcc_O1,65536, 0.126859, 0.516604, 1084598190, 8549.613378
gcc_O1,65536, 0.127103, 0.515613, 1084574605, 8533.031245
gcc_O1,65536, 0.128144, 0.511425, 1084575207, 8463.726903
gcc_O1,65536, 0.128470, 0.510128, 1084581206, 8442.313520
gcc_O1,65536, 0.126930, 0.516317, 1084580304, 8544.724380
gcc_O1,65536, 0.128807, 0.508792, 1084556307, 8420.004867
gcc_O1,65536, 0.129647, 0.505496, 1084605765, 8365.846255
gcc_O1,65536, 0.127679, 0.513286, 1084585255, 8494.596751
gcc_O1,65536, 0.126940, 0.516277, 1084112404, 8540.386203
gcc_O1,65536, 0.128760, 0.508979, 1084116196, 8419.677905
gcc_O1,65536, 0.127980, 0.512080, 1084129023, 8471.077138
gcc_O1,65536, 0.126861, 0.516596, 1084112774, 8545.660928
gcc_O1,65536, 0.129249, 0.507054, 1084128680, 8387.934428
gcc_O1,65536, 0.128098, 0.511609, 1084136349, 8463.345587
gcc_O1,65536, 0.130654, 0.501600, 1084126856, 8297.701958
gcc_O1,65536, 0.129458, 0.506232, 1084132597, 8374.366036
gcc_O1,65536, 0.129229, 0.507130, 1084511041, 8392.152408
gcc_O1,65536, 0.127325, 0.514713, 1084501109, 8517.562644
gcc_O1,65536, 0.126834, 0.516707, 1084534576, 8550.815131
gcc_O1,65536, 0.127352, 0.514606, 1084545825, 8516.133396
gcc_O1,65536, 0.128367, 0.510537, 1084502304, 8448.459031
gcc_O1,65536, 0.127624, 0.513507, 1084551482, 8497.990945
gcc_O1,65536, 0.130347, 0.502782, 1084518591, 8320.265805
gcc_O1,65536, 0.126934, 0.516300, 1083829533, 8538.527698
gcc_O1,65536, 0.126622, 0.517571, 1083815945, 8559.451428
gcc_O1,65536, 0.128057, 0.511770, 1083839473, 8463.699904
gcc_O1,65536, 0.129263, 0.506995, 1083828312, 8384.643287
gcc_O1,65536, 0.131779, 0.497317, 1083876946, 8224.948448
gcc_O1,65536, 0.129731, 0.505168, 1083859556, 8354.663904
gcc_O1,65536, 0.133302, 0.491637, 1083969792, 8131.710612
gcc_O1,65536, 0.129936, 0.504372, 1083840196, 8341.354246
gcc_O1,65536, 0.129850, 0.504705, 1084101101, 8348.868831
gcc_O1,65536, 0.126636, 0.517515, 1084095583, 8560.723486
gcc_O1,65536, 0.126675, 0.517355, 1084085035, 8557.999173
gcc_O1,65536, 0.126855, 0.516621, 1084066371, 8545.706795
gcc_O1,65536, 0.128840, 0.508663, 1084069962, 8414.101511
gcc_O1,65536, 0.126683, 0.517323, 1084082359, 8557.437642
gcc_O1,65536, 0.129141, 0.507474, 1084083091, 8394.538430
gcc_O1,65536, 0.130047, 0.503942, 1084076033, 8336.055803
gcc_O1,65536, 0.127272, 0.514929, 1084313340, 8519.663063
gcc_O1,65536, 0.129245, 0.507067, 1084308907, 8389.549530
gcc_O1,65536, 0.128848, 0.508631, 1084294954, 8415.310917
gcc_O1,65536, 0.128423, 0.510314, 1084353333, 8443.607132
gcc_O1,65536, 0.127159, 0.515388, 1084338387, 8527.451863
gcc_O1,65536, 0.126966, 0.516170, 1084294874, 8540.052871
gcc_O1,65536, 0.130006, 0.504099, 1084303184, 8340.398001
gcc_O1,65536, 0.126997, 0.516044, 1084600174, 8540.366160
gcc_O1,65536, 0.128850, 0.508622, 1084624403, 8417.714991
gcc_O1,65536, 0.126927, 0.516330, 1084591438, 8545.028937
gcc_O1,65536, 0.126654, 0.517440, 1084600906, 8563.483115
gcc_O1,65536, 0.126633, 0.517526, 1084604760, 8564.934412
gcc_O1,65536, 0.126745, 0.517068, 1084599014, 8557.302929
gcc_O1,65536, 0.126794, 0.516868, 1084612902, 8554.103452
gcc_O1,65536, 0.131359, 0.498907, 1084624808, 8256.947772
gcc_O1,65536, 0.129018, 0.507961, 1083610713, 8398.928181
gcc_O1,65536, 0.130355, 0.502749, 1083592146, 8312.604058
gcc_O1,65536, 0.126889, 0.516484, 1083578521, 8539.595069
gcc_O1,65536, 0.126945, 0.516255, 1083713736, 8536.868289
gcc_O1,65536, 0.127965, 0.512141, 1083595258, 8467.916769
gcc_O1,65536, 0.128362, 0.510554, 1083602319, 8441.736034
gcc_O1,65536, 0.219016, 0.299229, 1083755327, 4948.296368
gcc_O1,65536, 0.128672, 0.509325, 1084841782, 8431.044482
