blocks,threads,photons,runs
128,512,524288,1
128,512,1048576,1
128,512,2097152,1
128,512,4194304,1
128,512,8388608,1
128,512,16777216,1
128,512,33554432,1
128,512,67108864,1
128,512,134217728,1
128,512,268435456,1
128,512,536870912,1
128,512,1073741824,1
128,512,2147483648,1
128,512,4294967296,1
128,512,8589934592,1
128,512,17179869184,1
128,512,34359738368,1
128,512,68719476736,1
128,512,137438953472,1
128,512,274877906944,1
